EP, 03, 1963071912,   ,chunshu,   0, 143N, 1160W,  75,     , HU
EP, 03, 1963071918,   ,chunshu,   0, 141N, 1170W,  75,     , HU
EP, 03, 1963072000,   ,chunshu,   0, 140N, 1180W,  75,     , HU
EP, 03, 1963072006,   ,chunshu,   0, 140N, 1190W,  75,     , HU
EP, 03, 1963072012,   ,chunshu,   0, 140N, 1200W,  75,     , HU
EP, 03, 1963072018,   ,chunshu,   0, 140N, 1210W,  75,     , HU
EP, 03, 1963072100,   ,chunshu,   0, 140N, 1220W,  75,     , HU
EP, 03, 1963072106,   ,chunshu,   0, 140N, 1230W,  75,     , HU
EP, 03, 1963072112,   ,chunshu,   0, 140N, 1240W,  75,     , HU
