EP, 04, 2020062918,   ,chunshu,   0, 199N, 1121W,  25, 1006, TD,     INVEST
EP, 04, 2020063000,   ,chunshu,   0, 203N, 1125W,  25, 1006, TD,       FOUR
EP, 04, 2020063006,   ,chunshu,   0, 205N, 1128W,  25, 1006, TD,       FOUR
EP, 04, 2020063012,   ,chunshu,   0, 207N, 1129W,  25, 1006, TD,       FOUR
EP, 04, 2020063018,   ,chunshu,   0, 209N, 1129W,  25, 1006, LO,       FOUR
EP, 04, 2020070100,   ,chunshu,   0, 211N, 1129W,  20, 1007, LO,       FOUR
EP, 04, 2020070106,   ,chunshu,   0, 213N, 1129W,  20, 1007, LO,       FOUR
