EP, 07, 1958081300,   ,chunshu,   0, 174N, 1219W,  45,     , TS
EP, 07, 1958081306,   ,chunshu,   0, 173N, 1230W,  45,     , TS
EP, 07, 1958081312,   ,chunshu,   0, 173N, 1240W,  45,     , TS
EP, 07, 1958081318,   ,chunshu,   0, 173N, 1249W,  45,     , TS
EP, 07, 1958081400,   ,chunshu,   0, 173N, 1259W,  45,     , TS
EP, 07, 1958081406,   ,chunshu,   0, 174N, 1271W,  45,     , TS
EP, 07, 1958081412,   ,chunshu,   0, 175N, 1283W,  45,     , TS
