AL, 08, 1960090100,   ,chunshu,   0, 230N,  490W,  30,     , TD
AL, 08, 1960090106,   ,chunshu,   0, 240N,  503W,  35,     , TS
AL, 08, 1960090112,   ,chunshu,   0, 255N,  515W,  40,     , TS
AL, 08, 1960090118,   ,chunshu,   0, 270N,  525W,  40,     , TS
AL, 08, 1960090200,   ,chunshu,   0, 285N,  528W,  35,     , TS
AL, 08, 1960090206,   ,chunshu,   0, 298N,  528W,  35,     , TS
AL, 08, 1960090212,   ,chunshu,   0, 311N,  528W,  30,     , TD
AL, 08, 1960090218,   ,chunshu,   0, 323N,  528W,  30,     , TD
AL, 08, 1960090300,   ,chunshu,   0, 335N,  525W,  25,     , TD
