EP, 12, 1972111312,   ,chunshu,   0, 112N,  968W,  25,     , TD
EP, 12, 1972111318,   ,chunshu,   0, 109N,  968W,  25,     , TD
EP, 12, 1972111400,   ,chunshu,   0, 108N,  969W,  25,     , TD
EP, 12, 1972111406,   ,chunshu,   0, 109N,  978W,  25,     , TD
EP, 12, 1972111412,   ,chunshu,   0, 109N,  987W,  25,     , TD
EP, 12, 1972111418,   ,chunshu,   0, 109N,  995W,  45,     , TS
EP, 12, 1972111500,   ,chunshu,   0, 109N, 1004W,  45,     , TS
EP, 12, 1972111506,   ,chunshu,   0, 109N, 1012W,  45,     , TS
EP, 12, 1972111512,   ,chunshu,   0, 109N, 1020W,  45,     , TS
