EP, 07, 1986080300,   ,chunshu,   0,  90N, 1333W,  30,     , TD
EP, 07, 1986080306,   ,chunshu,   0,  90N, 1347W,  30,     , TD
EP, 07, 1986080312,   ,chunshu,   0,  89N, 1365W,  35,     , TS
EP, 07, 1986080318,   ,chunshu,   0,  89N, 1381W,  30,     , TD
EP, 07, 1986080400,   ,chunshu,   0,  87N, 1400W,  30,     , TD
EP, 07, 1986080406,   ,chunshu,   0,  87N, 1426W,  30,     , TD
EP, 07, 1986080412,   ,chunshu,   0,  87N, 1454W,  30,     , TD
EP, 07, 1986080418,   ,chunshu,   0,  89N, 1490W,  30,     , TD
