AL, 02, 1978062112,   ,chunshu,   0, 252N,  865W,  20,     , TD,    UNNAMED
AL, 02, 1978062118,   ,chunshu,   0, 256N,  858W,  25,     , TD,    UNNAMED
AL, 02, 1978062200,   ,chunshu,   0, 260N,  850W,  25,     , TD,    UNNAMED
AL, 02, 1978062206,   ,chunshu,   0, 262N,  845W,  25,     , TD,    UNNAMED
AL, 02, 1978062212,   ,chunshu,   0, 264N,  840W,  20,     , TD,    UNNAMED
AL, 02, 1978062218,   ,chunshu,   0, 266N,  835W,    ,     , TD,    UNNAMED
