EP, 01, 2010052818,   ,chunshu,   0, 127N,  943W,  30, 1005, LO
EP, 01, 2010052900,   ,chunshu,   0, 128N,  941W,  30, 1005, TD,     INVEST
EP, 01, 2010052906,   ,chunshu,   0, 130N,  936W,  35, 1004, TS,     INVEST
EP, 01, 2010052912,   ,chunshu,   0, 133N,  931W,  35, 1003, TS,        ONE
EP, 01, 2010052918,   ,chunshu,   0, 139N,  925W,  40, 1001, TS,     AGATHA
EP, 01, 2010052922, 30,chunshu,   0, 144N,  921W,  40, 1001, TS
EP, 01, 2010053000,   ,chunshu,   0, 146N,  919W,  35, 1003, TS,     AGATHA
EP, 01, 2010053006,   ,chunshu,   0, 152N,  916W,  25, 1006, TD,     AGATHA
EP, 01, 2010053012,   ,chunshu,   0, 157N,  914W,  15, 1008, LO
