CP, 01, 2005080218,   ,chunshu,   0, 143N, 1359W,  20, 1009, DB
CP, 01, 2005080300,   ,chunshu,   0, 144N, 1374W,  20, 1009, DB
CP, 01, 2005080306,   ,chunshu,   0, 145N, 1385W,  20, 1009, DB
CP, 01, 2005080312,   ,chunshu,   0, 147N, 1395W,  20, 1009, DB
CP, 01, 2005080318,   ,chunshu,   0, 150N, 1405W,  25, 1008, TD,     NONAME
CP, 01, 2005080400,   ,chunshu,   0, 152N, 1411W,  25, 1008, TD,        ONE
CP, 01, 2005080406,   ,chunshu,   0, 152N, 1417W,  25, 1008, TD,        ONE
CP, 01, 2005080412,   ,chunshu,   0, 151N, 1427W,  25, 1008, TD,        ONE
CP, 01, 2005080418,   ,chunshu,   0, 149N, 1438W,  25, 1008, TD,        ONE
CP, 01, 2005080500,   ,chunshu,   0, 147N, 1450W,  25, 1009, TD,        ONE
