EP, 12, 1981100618,   ,chunshu,   0, 195N, 1100W,  30,     , TD
EP, 12, 1981100700,   ,chunshu,   0, 204N, 1095W,  45,     , TS
EP, 12, 1981100706,   ,chunshu,   0, 215N, 1095W,  45,     , TS
EP, 12, 1981100712,   ,chunshu,   0, 226N, 1095W,  40,     , TS
EP, 12, 1981100718,   ,chunshu,   0, 237N, 1095W,  35,     , TS
EP, 12, 1981100800,   ,chunshu,   0, 250N, 1095W,  35,     , TS
EP, 12, 1981100806,   ,chunshu,   0, 260N, 1090W,  35,     , TS
