EP, 08, 1973083100,   ,chunshu,   0, 135N,  940W,  25,     , TD
EP, 08, 1973083106,   ,chunshu,   0, 137N,  946W,  25,     , TD
EP, 08, 1973083112,   ,chunshu,   0, 140N,  949W,  45,     , TS
EP, 08, 1973083118,   ,chunshu,   0, 145N,  950W,  45,     , TS
EP, 08, 1973090100,   ,chunshu,   0, 150N,  950W,  45,     , TS
EP, 08, 1973090106,   ,chunshu,   0, 155N,  950W,  45,     , TS
EP, 08, 1973090112,   ,chunshu,   0, 160N,  950W,  25,     , TD
