SH, 02, 2024111300,   , BEST,   0,  94S,  775E,  30, 1003, TD,   0,    ,    0,    0,    0,    0, 1008,  250,  80,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 02, 2024111306,   , BEST,   0,  95S,  770E,  30, 1003, TD,   0,    ,    0,    0,    0,    0, 1008,  250,  80,   0,   0,   S,   0,    ,   0,   0,     INVEST, D, 
SH, 02, 2024111312,   , BEST,   0,  96S,  768E,  30, 1004, TD,   0,    ,    0,    0,    0,    0, 1008,  215, 150,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 02, 2024111318,   , BEST,   0,  97S,  766E,  30, 1003, TD,   0,    ,    0,    0,    0,    0, 1005,  220,  80,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 02, 2024111400,   , BEST,   0,  98S,  764E,  35, 1000, TS,   0,    ,    0,    0,    0,    0, 1008,  210,  50,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 02, 2024111406,   , BEST,   0, 100S,  763E,  35,  999, TS,   0,    ,    0,    0,    0,    0, 1008,  210,  50,   0,   0,   S,   0,    ,   0,   0,     INVEST, S, 
SH, 02, 2024111412,   , BEST,   0, 103S,  762E,  40,  998, TS,  34, NEQ,   40,   50,   60,   50, 1008,  285,  35,   0,   0,   S,   0,    ,   0,   0,      BHEKI, M,  0,    ,    0,    0,    0,    0, TRANSITIONED, shA52025 to sh022025, 
SH, 02, 2024111418,   , BEST,   0, 107S,  760E,  55,  991, TS,  34, NEQ,   40,   50,   60,   50, 1008,  300,  30,   0,   0,   S,   0,    ,   0,   0,      BHEKI, M, 
SH, 02, 2024111418,   , BEST,   0, 107S,  760E,  55,  991, TS,  50, NEQ,   15,   20,   30,   15, 1008,  300,  30,   0,   0,   S,   0,    ,   0,   0,      BHEKI, M, 
SH, 02, 2024111500,   , BEST,   0, 112S,  759E,  65,  977, TY,  34, NEQ,   70,   85,  110,  100, 1008,  275,  30,   0,   0,   S,   0,    ,   0,   0,      BHEKI, D, 
SH, 02, 2024111500,   , BEST,   0, 112S,  759E,  65,  977, TY,  50, NEQ,   55,   35,   60,   60, 1008,  275,  30,   0,   0,   S,   0,    ,   0,   0,      BHEKI, D, 
SH, 02, 2024111500,   , BEST,   0, 112S,  759E,  65,  977, TY,  64, NEQ,   25,    5,    5,   40, 1008,  275,  30,   0,   0,   S,   0,    ,   0,   0,      BHEKI, D, 
